epoch word_index word pe_old pe_current pe_difference weight1_old weight1_current weight1_difference weight2_old weight2_current weight2_difference final_pe_change final_weight1_change final_weight2_change
15 20 mass -0.023078 -0.021282 0.001797 0.000480 0.000411 -0.000070 -0.004343 -0.006352 -0.002009 + - -
15 21 times 0.000801 0.000739 -0.000062 0.000001 0.000000 -0.000000 -0.000005 -0.000008 -0.000002 - - -
15 22 acceleration 0.025692 0.023692 -0.002000 0.000595 0.000509 -0.000086 -0.005383 -0.007872 -0.002489 - - -
15 23 (F 0.030096 0.027753 -0.002343 0.000817 0.000699 -0.000118 -0.007386 -0.010802 -0.003416 - - -
15 24 = 0.032403 0.029881 -0.002522 0.000947 0.000810 -0.000137 -0.008562 -0.012522 -0.003960 - - -
15 25 ma). 0.006448 0.005946 -0.000502 0.000038 0.000032 -0.000005 -0.000339 -0.000496 -0.000157 - - -
15 26 Thermodynamics 0.018009 0.016607 -0.001402 0.000293 0.000250 -0.000042 -0.002645 -0.003868 -0.001223 - - -
15 27 examines -0.007491 -0.006908 0.000583 0.000051 0.000043 -0.000007 -0.000458 -0.000669 -0.000212 + - -
15 28 heat -0.030059 -0.027719 0.002340 0.000815 0.000697 -0.000118 -0.007368 -0.010776 -0.003407 + - -
15 29 energy 0.024256 0.022367 -0.001889 0.000531 0.000454 -0.000077 -0.004798 -0.007016 -0.002219 - - -
15 30 transfer, 0.021722 0.020030 -0.001691 0.000426 0.000364 -0.000062 -0.003848 -0.005627 -0.001779 - - -
15 31 defining -0.010991 -0.010136 0.000856 0.000109 0.000093 -0.000016 -0.000985 -0.001441 -0.000456 + - -
15 32 temperature 0.026743 0.024660 -0.002082 0.000645 0.000552 -0.000094 -0.005832 -0.008529 -0.002697 - - -
15 33 entropy. 0.019452 0.017937 -0.001514 0.000341 0.000292 -0.000049 -0.003085 -0.004512 -0.001427 - - -
15 34 Electromagnetism 0.008682 0.008006 -0.000676 0.000068 0.000058 -0.000010 -0.000615 -0.000899 -0.000284 - - -
15 35 covers -0.013707 -0.012640 0.001067 0.000169 0.000145 -0.000025 -0.001532 -0.002241 -0.000708 + - -
15 36 electricity -0.016493 -0.015209 0.001284 0.000245 0.000210 -0.000036 -0.002218 -0.003244 -0.001026 + - -
15 37 magnetism, 0.019098 0.017611 -0.001487 0.000329 0.000281 -0.000048 -0.002974 -0.004350 -0.001375 - - -
15 38 with 0.003839 0.003540 -0.000299 0.000013 0.000011 -0.000002 -0.000120 -0.000176 -0.000056 - - -
15 39 currents 0.034636 0.031939 -0.002696 0.001082 0.000925 -0.000157 -0.009783 -0.014307 -0.004524 - - -
15 40 generating -0.032208 -0.029700 0.002508 0.000936 0.000800 -0.000136 -0.008459 -0.012371 -0.003912 + - -
15 41 fields -0.011954 -0.011024 0.000931 0.000129 0.000110 -0.000019 -0.001165 -0.001704 -0.000539 + - -
15 42 light 0.031883 0.029400 -0.002482 0.000917 0.000784 -0.000133 -0.008289 -0.012122 -0.003833 - - -
15 43 as -0.046828 -0.069906 -0.023078 0.001978 0.004432 0.002454 -0.017882 -0.068536 -0.050653 - + -
15 44 waves. -0.015821 -0.014589 0.001232 0.000226 0.000193 -0.000033 -0.002041 -0.002985 -0.000944 + - -
15 45 Gravity 0.031282 0.028847 -0.002435 0.000883 0.000755 -0.000128 -0.007980 -0.011670 -0.003690 - - -
15 46 pulls -0.022101 -0.020380 0.001721 0.000441 0.000377 -0.000064 -0.003983 -0.005825 -0.001842 + - -
15 47 together, -0.011414 -0.010525 0.000889 0.000118 0.000100 -0.000017 -0.001062 -0.001554 -0.000491 + - -
15 48 seen 0.021889 0.020185 -0.001704 0.000432 0.000370 -0.000063 -0.003907 -0.005714 -0.001807 - - -
15 49 in -0.004994 -0.004605 0.000389 0.000022 0.000019 -0.000003 -0.000203 -0.000297 -0.000094 + - -
15 50 orbits. -0.024928 -0.022988 0.001941 0.000561 0.000479 -0.000081 -0.005068 -0.007411 -0.002343 + - -
15 51 Quantum -0.023487 -0.021659 0.001829 0.000498 0.000425 -0.000072 -0.004499 -0.006579 -0.002080 + - -
15 52 mechanics -0.034649 -0.031951 0.002698 0.001083 0.000926 -0.000157 -0.009790 -0.014317 -0.004527 + - -
15 53 explores 0.007637 0.007042 -0.000595 0.000053 0.000045 -0.000008 -0.000476 -0.000696 -0.000220 - - -
15 54 tiny 0.008834 0.008146 -0.000688 0.000070 0.000060 -0.000010 -0.000636 -0.000931 -0.000294 - - -
15 55 particles, 0.003936 0.003629 -0.000306 0.000014 0.000012 -0.000002 -0.000126 -0.000185 -0.000058 - - -
15 56 where -0.004706 -0.004340 0.000366 0.000020 0.000017 -0.000003 -0.000181 -0.000264 -0.000084 + - -
15 57 probability -0.003182 -0.002935 0.000248 0.000009 0.000008 -0.000001 -0.000083 -0.000121 -0.000038 + - -
15 58 rules. 0.017447 0.016089 -0.001358 0.000275 0.000235 -0.000040 -0.002482 -0.003630 -0.001148 - - -
15 59 Experiments 0.033196 0.030611 -0.002585 0.000994 0.000850 -0.000144 -0.008986 -0.013142 -0.004155 - - -
15 60 test -0.002723 -0.002511 0.000212 0.000007 0.000006 -0.000001 -0.000060 -0.000088 -0.000028 + - -
15 61 theories, -0.013732 -0.012663 0.001069 0.000170 0.000145 -0.000025 -0.001538 -0.002249 -0.000711 + - -
15 62 dropping -0.003228 -0.002977 0.000251 0.000009 0.000008 -0.000001 -0.000085 -0.000124 -0.000039 + - -
15 63 balls 0.010938 0.010087 -0.000852 0.000108 0.000092 -0.000016 -0.000976 -0.001427 -0.000451 - - -
15 64 to -0.070241 -0.104859 -0.034617 0.004450 0.009973 0.005523 -0.040234 -0.154203 -0.113969 - + -
15 65 measure 0.024260 0.022371 -0.001889 0.000531 0.000454 -0.000077 -0.004799 -0.007019 -0.002219 - - -
15 66 acceleration. -0.022914 -0.021130 0.001784 0.000474 0.000405 -0.000069 -0.004282 -0.006262 -0.001980 + - -
15 67 powers 0.008159 0.007523 -0.000635 0.000060 0.000051 -0.000009 -0.000543 -0.000794 -0.000251 - - -
15 68 technology, 0.004415 0.004071 -0.000344 0.000018 0.000015 -0.000003 -0.000159 -0.000232 -0.000074 - - -
15 69 from -0.026891 -0.024798 0.002093 0.000652 0.000558 -0.000095 -0.005897 -0.008624 -0.002727 + - -
15 70 bridges -0.034126 -0.031469 0.002657 0.001050 0.000898 -0.000152 -0.009497 -0.013889 -0.004392 + - -
15 71 lasers. 0.013194 0.012167 -0.001027 0.000157 0.000134 -0.000023 -0.001420 -0.002076 -0.000657 - - -
